merchant_id,category,city_tier,acquisition_channel,device_type,state,cohort_month_index,gst_registered,slow_settlement,competitor_density,onboarded_month,onboarded_before_window
MID100278,kirana,tier_2,field_sales,soundbox,Odisha,4,False,False,0.3814,2024-12,False
MID100279,kirana,tier_3,field_sales,soundbox,Karnataka,-23,False,False,0.3348,2024-08,True
MID100280,restaurant,tier_3,self_serve,qr_dynamic,Maharashtra,7,True,True,0.3802,2025-03,False
MID100281,grocery,tier_1,field_sales,soundbox,Telangana,-19,False,False,0.7399,2024-08,True
MID100282,fuel,tier_2,self_serve,soundbox,Tamil Nadu,17,True,False,0.6686,2026-01,False
MID100283,electronics,tier_1,field_sales,soundbox,Andhra Pradesh,-15,True,False,0.8134,2024-08,True
MID100284,apparel,tier_3,referral,qr_static,Karnataka,-14,False,False,0.39,2024-08,True
MID100285,fuel,tier_2,self_serve,qr_dynamic,Uttar Pradesh,-23,False,False,0.6418,2024-08,True
MID100286,apparel,tier_3,self_serve,qr_static,Karnataka,-10,True,False,0.2648,2024-08,True
MID100287,kirana,tier_1,referral,qr_static,West Bengal,-1,True,False,0.7789,2024-08,True
MID100288,apparel,tier_2,self_serve,qr_static,Punjab,13,False,False,0.4379,2025-09,False
MID100289,kirana,tier_3,field_sales,qr_static,Gujarat,-13,False,False,0.2807,2024-08,True
MID100290,pharmacy,tier_2,field_sales,qr_static,Karnataka,-10,True,True,0.5394,2024-08,True
MID100291,restaurant,tier_2,referral,soundbox,Odisha,13,False,False,0.6529,2025-09,False
MID100292,electronics,tier_1,referral,soundbox,Bihar,6,False,False,0.6576,2025-02,False
MID100293,apparel,tier_3,referral,soundbox,Uttar Pradesh,15,False,False,0.38,2025-11,False
MID100294,grocery,tier_2,referral,soundbox,Tamil Nadu,-19,False,False,0.5625,2024-08,True
MID100295,kirana,tier_2,self_serve,qr_static,Telangana,13,True,False,0.4932,2025-09,False
MID100296,kirana,tier_3,referral,soundbox,Karnataka,-22,True,False,0.4097,2024-08,True
MID100297,grocery,tier_3,field_sales,qr_static,Uttar Pradesh,-25,False,False,0.3734,2024-08,True
MID100298,fuel,tier_1,partner_bank,qr_static,Telangana,15,False,False,0.7911,2025-11,False
MID100299,restaurant,tier_2,self_serve,soundbox,Uttar Pradesh,20,True,False,0.4676,2026-04,False
MID100300,apparel,tier_2,field_sales,qr_static,Tamil Nadu,2,True,False,0.5033,2024-10,False
MID100301,salon,tier_3,referral,qr_static,Tamil Nadu,-12,False,False,0.3242,2024-08,True
MID100302,apparel,tier_3,referral,soundbox,Maharashtra,-24,False,False,0.2231,2024-08,True
MID100303,grocery,tier_3,self_serve,qr_static,Tamil Nadu,-10,False,False,0.3315,2024-08,True
MID100304,electronics,tier_3,self_serve,soundbox,Uttar Pradesh,-25,False,True,0.3396,2024-08,True
MID100305,kirana,tier_3,referral,qr_dynamic,Maharashtra,16,False,True,0.2618,2025-12,False
MID100306,grocery,tier_1,field_sales,soundbox,Andhra Pradesh,-7,False,False,0.7189,2024-08,True
MID100307,pharmacy,tier_2,partner_bank,qr_static,Maharashtra,-14,False,False,0.421,2024-08,True
MID100308,kirana,tier_3,self_serve,soundbox,Karnataka,-22,False,False,0.3359,2024-08,True
MID100309,salon,tier_3,field_sales,pos,Madhya Pradesh,-2,False,True,0.2705,2024-08,True
MID100310,electronics,tier_2,field_sales,qr_static,Uttar Pradesh,-23,True,False,0.5399,2024-08,True
MID100311,kirana,tier_3,self_serve,soundbox,Uttar Pradesh,12,False,False,0.4013,2025-08,False
MID100312,kirana,tier_1,field_sales,qr_dynamic,Uttar Pradesh,-29,False,False,0.8756,2024-08,True
MID100313,restaurant,tier_3,field_sales,qr_static,Andhra Pradesh,10,True,False,0.3068,2025-06,False
MID100314,apparel,tier_3,field_sales,soundbox,Assam,13,True,False,0.3305,2025-09,False
MID100315,apparel,tier_3,self_serve,pos,Maharashtra,10,False,False,0.3314,2025-06,False
MID100316,services,tier_2,self_serve,qr_static,Karnataka,-24,True,False,0.6516,2024-08,True
MID100317,kirana,tier_3,partner_bank,soundbox,Telangana,18,False,False,0.2398,2026-02,False
MID100318,kirana,tier_3,self_serve,soundbox,Karnataka,1,False,False,0.1304,2024-09,False
MID100319,kirana,tier_3,field_sales,qr_static,Karnataka,-25,False,False,0.3699,2024-08,True
MID100320,apparel,tier_3,self_serve,soundbox,Karnataka,-27,True,False,0.2742,2024-08,True
MID100321,pharmacy,tier_3,field_sales,qr_static,West Bengal,6,False,False,0.3676,2025-02,False
MID100322,kirana,tier_3,field_sales,soundbox,Karnataka,-22,False,False,0.2534,2024-08,True
MID100323,kirana,tier_3,referral,qr_static,Uttar Pradesh,8,False,False,0.3259,2025-04,False
MID100324,kirana,tier_3,field_sales,soundbox,Telangana,3,False,False,0.3666,2024-11,False
MID100325,grocery,tier_1,field_sales,soundbox,Bihar,11,True,False,0.7817,2025-07,False
MID100326,apparel,tier_3,self_serve,qr_static,Uttar Pradesh,21,True,False,0.265,2026-05,False
MID100327,grocery,tier_1,self_serve,soundbox,Maharashtra,-9,False,True,0.8559,2024-08,True
MID100328,fuel,tier_3,referral,qr_static,Uttar Pradesh,-13,False,True,0.1726,2024-08,True
MID100329,services,tier_3,self_serve,qr_static,Maharashtra,-9,False,True,0.3287,2024-08,True
MID100330,services,tier_2,self_serve,soundbox,Uttar Pradesh,-17,True,True,0.5911,2024-08,True
MID100331,pharmacy,tier_3,field_sales,pos,Uttar Pradesh,1,False,False,0.4252,2024-09,False
MID100332,pharmacy,tier_3,field_sales,soundbox,Haryana,8,True,False,0.3303,2025-04,False
MID100333,kirana,tier_3,referral,qr_dynamic,Karnataka,-12,False,False,0.3025,2024-08,True
MID100334,kirana,tier_3,partner_bank,qr_static,Karnataka,20,False,False,0.1913,2026-04,False
MID100335,kirana,tier_2,referral,qr_static,Tamil Nadu,-27,True,False,0.3209,2024-08,True
MID100336,grocery,tier_3,referral,soundbox,Andhra Pradesh,6,True,False,0.2227,2025-02,False
MID100337,electronics,tier_2,field_sales,soundbox,Rajasthan,0,True,False,0.4964,2024-08,False
MID100338,restaurant,tier_1,self_serve,soundbox,Uttar Pradesh,-15,True,False,0.8643,2024-08,True
MID100339,restaurant,tier_2,field_sales,qr_static,West Bengal,21,False,False,0.5763,2026-05,False
MID100340,electronics,tier_2,partner_bank,qr_dynamic,Tamil Nadu,-21,True,False,0.5276,2024-08,True
MID100341,restaurant,tier_2,field_sales,qr_dynamic,Madhya Pradesh,-11,False,True,0.5183,2024-08,True
MID100342,electronics,tier_3,field_sales,qr_static,Uttar Pradesh,-17,True,False,0.3858,2024-08,True
MID100343,grocery,tier_3,field_sales,qr_static,Assam,16,False,False,0.2605,2025-12,False
MID100344,kirana,tier_3,field_sales,qr_static,Rajasthan,16,False,False,0.3798,2025-12,False
MID100345,electronics,tier_1,self_serve,pos,Uttar Pradesh,-18,True,False,0.7842,2024-08,True
MID100346,kirana,tier_2,partner_bank,qr_static,Telangana,20,False,False,0.5073,2026-04,False
MID100347,kirana,tier_2,referral,qr_static,Maharashtra,4,False,True,0.6888,2024-12,False
MID100348,pharmacy,tier_3,field_sales,soundbox,Rajasthan,21,False,False,0.315,2026-05,False
MID100349,kirana,tier_1,field_sales,soundbox,Uttar Pradesh,-25,True,False,0.8568,2024-08,True
MID100350,grocery,tier_2,field_sales,qr_static,Uttar Pradesh,6,False,False,0.5855,2025-02,False
MID100351,kirana,tier_2,partner_bank,qr_static,Karnataka,-9,True,False,0.4836,2024-08,True
MID100352,apparel,tier_1,field_sales,soundbox,Maharashtra,-25,False,False,0.8833,2024-08,True
MID100353,restaurant,tier_3,field_sales,soundbox,Karnataka,-1,False,False,0.2318,2024-08,True
MID100354,services,tier_3,field_sales,qr_static,Uttar Pradesh,1,False,False,0.3928,2024-09,False
MID100355,apparel,tier_3,field_sales,soundbox,Uttar Pradesh,13,True,False,0.1683,2025-09,False
MID100356,pharmacy,tier_3,field_sales,soundbox,West Bengal,-17,False,False,0.4102,2024-08,True
MID100357,grocery,tier_1,field_sales,pos,Punjab,18,True,False,0.7252,2026-02,False
MID100358,restaurant,tier_3,referral,qr_dynamic,Kerala,5,False,False,0.32,2025-01,False
MID100359,electronics,tier_2,referral,soundbox,Uttar Pradesh,19,True,False,0.5721,2026-03,False
MID100360,apparel,tier_1,field_sales,soundbox,Odisha,10,False,False,0.9044,2025-06,False
MID100361,pharmacy,tier_1,field_sales,soundbox,Maharashtra,9,True,False,0.7067,2025-05,False
MID100362,kirana,tier_2,self_serve,qr_static,West Bengal,7,True,False,0.5625,2025-03,False
MID100363,grocery,tier_3,referral,qr_static,Haryana,-16,False,False,0.3554,2024-08,True
MID100364,restaurant,tier_3,self_serve,qr_static,Punjab,-22,True,False,0.3684,2024-08,True
MID100365,fuel,tier_2,self_serve,qr_dynamic,Tamil Nadu,-8,False,True,0.55,2024-08,True
MID100366,restaurant,tier_3,field_sales,soundbox,Karnataka,-25,False,False,0.3858,2024-08,True
MID100367,restaurant,tier_1,field_sales,qr_static,Andhra Pradesh,-24,True,False,0.7982,2024-08,True
MID100368,restaurant,tier_3,self_serve,qr_static,Gujarat,-25,False,False,0.1939,2024-08,True
MID100369,services,tier_3,self_serve,soundbox,Gujarat,-20,False,False,0.2644,2024-08,True
MID100370,apparel,tier_3,partner_bank,qr_static,Maharashtra,1,True,False,0.2041,2024-09,False
MID100371,pharmacy,tier_3,field_sales,soundbox,Karnataka,14,False,False,0.2961,2025-10,False
MID100372,grocery,tier_2,referral,qr_static,Karnataka,17,False,False,0.5217,2026-01,False
MID100373,services,tier_3,self_serve,qr_static,Kerala,14,False,False,0.246,2025-10,False
MID100374,pharmacy,tier_2,partner_bank,soundbox,Punjab,-28,True,True,0.5612,2024-08,True
MID100375,restaurant,tier_2,self_serve,soundbox,Madhya Pradesh,-20,False,False,0.5214,2024-08,True
MID100376,restaurant,tier_2,self_serve,qr_static,Tamil Nadu,21,False,False,0.51,2026-05,False
MID100377,kirana,tier_3,field_sales,soundbox,Punjab,1,False,False,0.3079,2024-09,False
MID100378,restaurant,tier_3,field_sales,soundbox,Karnataka,19,True,False,0.3543,2026-03,False
MID100379,restaurant,tier_2,field_sales,qr_static,Rajasthan,6,False,False,0.4606,2025-02,False
MID100380,salon,tier_2,referral,soundbox,West Bengal,12,True,False,0.5454,2025-08,False
MID100381,pharmacy,tier_3,self_serve,soundbox,Madhya Pradesh,-8,False,False,0.4072,2024-08,True
MID100382,kirana,tier_2,partner_bank,qr_static,Madhya Pradesh,3,True,False,0.547,2024-11,False
MID100383,kirana,tier_1,self_serve,qr_static,Bihar,9,True,True,0.7289,2025-05,False
MID100384,pharmacy,tier_2,self_serve,soundbox,Telangana,-22,True,False,0.6836,2024-08,True
MID100385,kirana,tier_2,field_sales,qr_static,Kerala,-16,False,False,0.7157,2024-08,True
MID100386,fuel,tier_3,field_sales,qr_dynamic,Gujarat,12,False,False,0.3016,2025-08,False
MID100387,apparel,tier_2,field_sales,soundbox,Uttar Pradesh,19,False,False,0.4736,2026-03,False
MID100388,grocery,tier_1,self_serve,qr_dynamic,Uttar Pradesh,-6,False,False,0.9657,2024-08,True
MID100389,kirana,tier_3,referral,qr_static,Maharashtra,-15,True,False,0.344,2024-08,True
MID100390,salon,tier_2,self_serve,qr_dynamic,Bihar,9,True,True,0.6099,2025-05,False
MID100391,kirana,tier_2,partner_bank,soundbox,Madhya Pradesh,-18,False,False,0.4352,2024-08,True
MID100392,restaurant,tier_3,referral,soundbox,Uttar Pradesh,14,False,False,0.3015,2025-10,False
MID100393,electronics,tier_3,field_sales,qr_static,Uttar Pradesh,21,False,False,0.2882,2026-05,False
MID100394,pharmacy,tier_1,field_sales,soundbox,Haryana,-5,False,False,0.6601,2024-08,True
MID100395,restaurant,tier_3,partner_bank,soundbox,Assam,-7,True,False,0.4362,2024-08,True
MID100396,kirana,tier_3,field_sales,qr_dynamic,Maharashtra,4,False,False,0.2483,2024-12,False
MID100397,kirana,tier_1,field_sales,soundbox,Maharashtra,21,False,False,0.7654,2026-05,False
MID100398,services,tier_3,self_serve,qr_dynamic,Tamil Nadu,10,False,False,0.2931,2025-06,False
MID100399,services,tier_1,self_serve,qr_dynamic,Maharashtra,-18,True,False,0.7728,2024-08,True
MID100400,grocery,tier_2,field_sales,qr_static,Rajasthan,-1,False,False,0.6947,2024-08,True
MID100401,salon,tier_3,self_serve,soundbox,Maharashtra,21,True,False,0.2373,2026-05,False
MID100402,salon,tier_2,field_sales,soundbox,Rajasthan,16,True,False,0.5574,2025-12,False
MID100403,pharmacy,tier_2,self_serve,soundbox,Uttar Pradesh,-15,False,False,0.6465,2024-08,True
MID100404,electronics,tier_3,field_sales,qr_static,Uttar Pradesh,7,False,False,0.1507,2025-03,False
MID100405,apparel,tier_3,referral,soundbox,Telangana,-26,True,False,0.4225,2024-08,True
MID100406,salon,tier_3,self_serve,soundbox,Bihar,-9,False,False,0.2417,2024-08,True
MID100407,grocery,tier_2,field_sales,pos,Bihar,-17,True,True,0.5786,2024-08,True
MID100408,pharmacy,tier_3,referral,qr_static,Tamil Nadu,-14,True,False,0.3923,2024-08,True
MID100409,kirana,tier_1,field_sales,qr_static,Uttar Pradesh,21,True,False,0.8161,2026-05,False
MID100410,pharmacy,tier_1,field_sales,qr_static,Maharashtra,16,False,False,0.6337,2025-12,False
MID100411,apparel,tier_2,self_serve,qr_static,West Bengal,-1,False,False,0.4893,2024-08,True
MID100412,fuel,tier_1,field_sales,qr_static,Gujarat,-6,False,False,0.7412,2024-08,True
MID100413,apparel,tier_3,self_serve,qr_static,Maharashtra,2,False,False,0.107,2024-10,False
MID100414,kirana,tier_3,field_sales,soundbox,Uttar Pradesh,14,False,False,0.3249,2025-10,False
MID100415,services,tier_3,referral,soundbox,Kerala,-16,False,False,0.4497,2024-08,True
MID100416,restaurant,tier_3,field_sales,pos,Gujarat,5,False,False,0.3397,2025-01,False
MID100417,services,tier_3,self_serve,qr_static,Uttar Pradesh,-14,False,True,0.2884,2024-08,True
MID100418,kirana,tier_1,partner_bank,qr_dynamic,Telangana,-17,True,False,0.9086,2024-08,True
MID100419,kirana,tier_1,partner_bank,qr_static,Assam,3,True,False,0.8308,2024-11,False
MID100420,restaurant,tier_3,field_sales,qr_dynamic,Kerala,11,True,False,0.3315,2025-07,False
MID100421,restaurant,tier_3,partner_bank,soundbox,Maharashtra,-20,False,False,0.3655,2024-08,True
MID100422,apparel,tier_2,field_sales,pos,Punjab,-15,False,False,0.7626,2024-08,True
MID100423,kirana,tier_1,field_sales,soundbox,Tamil Nadu,-24,False,False,0.9169,2024-08,True
MID100424,grocery,tier_3,partner_bank,soundbox,Tamil Nadu,-14,False,False,0.2478,2024-08,True
MID100425,grocery,tier_2,self_serve,qr_dynamic,Andhra Pradesh,6,False,False,0.5575,2025-02,False
MID100426,pharmacy,tier_2,field_sales,soundbox,Bihar,-15,False,True,0.5269,2024-08,True
MID100427,restaurant,tier_2,self_serve,soundbox,Bihar,3,False,False,0.52,2024-11,False
MID100428,grocery,tier_3,partner_bank,soundbox,Gujarat,-18,False,False,0.3097,2024-08,True
MID100429,kirana,tier_3,self_serve,qr_static,Kerala,21,False,True,0.3673,2026-05,False
MID100430,kirana,tier_3,field_sales,qr_dynamic,Karnataka,5,False,False,0.2263,2025-01,False
MID100431,kirana,tier_2,self_serve,soundbox,Assam,-25,False,False,0.653,2024-08,True
MID100432,grocery,tier_2,partner_bank,qr_static,Uttar Pradesh,-29,True,False,0.6029,2024-08,True
MID100433,grocery,tier_1,self_serve,qr_static,Punjab,4,True,True,0.8504,2024-12,False
MID100434,apparel,tier_3,self_serve,qr_static,Andhra Pradesh,-20,False,False,0.4215,2024-08,True
MID100435,kirana,tier_2,field_sales,qr_static,Andhra Pradesh,-9,False,False,0.5483,2024-08,True
MID100436,restaurant,tier_2,self_serve,pos,Uttar Pradesh,4,False,False,0.7718,2024-12,False
MID100437,grocery,tier_2,self_serve,soundbox,Haryana,-27,True,False,0.699,2024-08,True
MID100438,fuel,tier_1,self_serve,qr_static,Uttar Pradesh,7,True,False,0.8652,2025-03,False
MID100439,grocery,tier_3,self_serve,qr_static,Haryana,-28,False,False,0.362,2024-08,True
MID100440,kirana,tier_2,field_sales,qr_dynamic,Uttar Pradesh,-1,True,False,0.5173,2024-08,True
MID100441,grocery,tier_3,self_serve,qr_dynamic,Maharashtra,-23,True,False,0.392,2024-08,True
MID100442,restaurant,tier_1,referral,pos,Uttar Pradesh,6,False,True,0.9647,2025-02,False
MID100443,pharmacy,tier_3,field_sales,soundbox,Bihar,-6,False,False,0.3438,2024-08,True
MID100444,restaurant,tier_3,partner_bank,qr_static,Uttar Pradesh,-29,False,False,0.1854,2024-08,True
MID100445,fuel,tier_2,referral,soundbox,Uttar Pradesh,0,True,False,0.6718,2024-08,False
MID100446,salon,tier_1,self_serve,qr_static,Karnataka,19,False,False,0.8503,2026-03,False
MID100447,electronics,tier_1,field_sales,qr_static,Odisha,6,False,False,0.9536,2025-02,False
MID100448,salon,tier_2,referral,qr_static,Uttar Pradesh,-29,True,False,0.6132,2024-08,True
MID100449,kirana,tier_2,field_sales,qr_static,Tamil Nadu,7,True,False,0.6151,2025-03,False
MID100450,kirana,tier_3,referral,soundbox,Madhya Pradesh,-29,True,False,0.3301,2024-08,True
MID100451,apparel,tier_2,referral,qr_static,Punjab,13,False,False,0.6729,2025-09,False
MID100452,electronics,tier_3,self_serve,soundbox,Karnataka,-22,False,False,0.3674,2024-08,True
MID100453,grocery,tier_3,referral,qr_static,Gujarat,-20,False,False,0.329,2024-08,True
MID100454,grocery,tier_2,referral,pos,Bihar,19,True,False,0.7439,2026-03,False
MID100455,grocery,tier_1,self_serve,pos,Rajasthan,-4,True,False,0.9144,2024-08,True
MID100456,kirana,tier_3,referral,qr_static,Kerala,6,False,True,0.3554,2025-02,False
MID100457,kirana,tier_3,field_sales,qr_static,Madhya Pradesh,16,False,True,0.157,2025-12,False
MID100458,salon,tier_3,field_sales,qr_static,Karnataka,1,False,True,0.2299,2024-09,False
MID100459,apparel,tier_1,self_serve,qr_static,Gujarat,-10,False,False,0.8642,2024-08,True
MID100460,pharmacy,tier_1,field_sales,soundbox,Uttar Pradesh,-20,True,False,0.8454,2024-08,True
MID100461,pharmacy,tier_2,referral,qr_static,Uttar Pradesh,-3,False,False,0.5511,2024-08,True
MID100462,restaurant,tier_3,field_sales,soundbox,Telangana,-17,True,True,0.2851,2024-08,True
MID100463,grocery,tier_3,partner_bank,qr_static,Maharashtra,13,False,False,0.3527,2025-09,False
MID100464,kirana,tier_2,field_sales,qr_static,Tamil Nadu,-25,False,False,0.5528,2024-08,True
MID100465,grocery,tier_1,self_serve,soundbox,Maharashtra,-20,False,False,0.7999,2024-08,True
MID100466,kirana,tier_3,self_serve,qr_static,Kerala,-21,True,False,0.3095,2024-08,True
MID100467,apparel,tier_1,partner_bank,soundbox,Punjab,-8,False,False,0.6725,2024-08,True
MID100468,apparel,tier_3,partner_bank,soundbox,Punjab,-2,True,False,0.2823,2024-08,True
MID100469,restaurant,tier_2,self_serve,pos,Maharashtra,-5,True,False,0.454,2024-08,True
MID100470,restaurant,tier_1,referral,pos,Rajasthan,14,False,False,0.8342,2025-10,False
MID100471,restaurant,tier_3,referral,soundbox,Tamil Nadu,-22,False,False,0.5081,2024-08,True
MID100472,kirana,tier_3,field_sales,qr_static,Uttar Pradesh,1,True,False,0.4075,2024-09,False
MID100473,electronics,tier_2,field_sales,qr_static,Punjab,-23,True,False,0.5226,2024-08,True
MID100474,apparel,tier_3,referral,soundbox,Uttar Pradesh,15,False,True,0.2734,2025-11,False
MID100475,restaurant,tier_3,field_sales,soundbox,Telangana,16,False,False,0.2192,2025-12,False
MID100476,fuel,tier_2,self_serve,soundbox,Tamil Nadu,-27,True,False,0.4184,2024-08,True
MID100477,restaurant,tier_2,self_serve,qr_static,Bihar,8,False,False,0.4453,2025-04,False
MID100478,apparel,tier_2,referral,qr_static,Uttar Pradesh,-10,False,False,0.5403,2024-08,True
MID100479,fuel,tier_2,referral,qr_dynamic,Haryana,11,False,False,0.4403,2025-07,False
MID100480,grocery,tier_1,partner_bank,soundbox,Kerala,17,True,True,0.8786,2026-01,False
MID100481,pharmacy,tier_3,field_sales,soundbox,Punjab,9,False,False,0.2904,2025-05,False
MID100482,restaurant,tier_1,self_serve,soundbox,Tamil Nadu,2,True,True,0.7598,2024-10,False
MID100483,apparel,tier_2,referral,qr_static,Uttar Pradesh,10,False,False,0.6016,2025-06,False
MID100484,kirana,tier_2,partner_bank,soundbox,Bihar,-21,True,False,0.5756,2024-08,True
MID100485,apparel,tier_3,referral,soundbox,Haryana,11,True,False,0.2171,2025-07,False
MID100486,electronics,tier_3,partner_bank,soundbox,Kerala,7,False,False,0.2291,2025-03,False
MID100487,kirana,tier_3,partner_bank,soundbox,Maharashtra,-9,False,True,0.3561,2024-08,True
MID100488,kirana,tier_3,field_sales,qr_static,Uttar Pradesh,15,False,False,0.3295,2025-11,False
MID100489,kirana,tier_2,field_sales,soundbox,Andhra Pradesh,-6,True,False,0.6974,2024-08,True
MID100490,kirana,tier_1,referral,qr_static,Tamil Nadu,8,False,False,0.7692,2025-04,False
MID100491,salon,tier_3,partner_bank,qr_static,Haryana,-22,True,False,0.1914,2024-08,True
MID100492,electronics,tier_3,field_sales,soundbox,Uttar Pradesh,0,False,False,0.271,2024-08,False
MID100493,grocery,tier_3,field_sales,qr_static,Assam,18,False,False,0.5044,2026-02,False
MID100494,kirana,tier_1,self_serve,qr_static,Bihar,-17,True,False,0.6518,2024-08,True
MID100495,grocery,tier_3,field_sales,qr_dynamic,Uttar Pradesh,11,False,False,0.3451,2025-07,False
MID100496,restaurant,tier_3,referral,pos,Madhya Pradesh,15,False,False,0.1657,2025-11,False
MID100497,apparel,tier_1,field_sales,qr_dynamic,Karnataka,-10,True,False,0.7728,2024-08,True
MID100498,apparel,tier_3,field_sales,qr_static,Madhya Pradesh,11,False,True,0.2025,2025-07,False
MID100499,grocery,tier_3,self_serve,qr_static,Tamil Nadu,-21,True,False,0.3318,2024-08,True
