txn_id,merchant_id,txn_ts,amount_inr,issuer_bank,status,failure_reason
372,MID100014,2024-08-17 15:03:59,189.87,AU_SFB,SUCCESS,
373,MID100014,2024-08-31 16:56:12,225.33,PAYTM_PB,SUCCESS,
374,MID100014,2024-08-17 19:11:06,198.53,RRB_GRAMIN,SUCCESS,
375,MID100014,2024-08-08 13:43:55,581.4,RRB_GRAMIN,SUCCESS,
376,MID100014,2024-08-08 19:25:53,641.5,RRB_GRAMIN,SUCCESS,
377,MID100014,2024-08-10 20:02:23,157.35,RRB_GRAMIN,SUCCESS,
378,MID100014,2024-08-02 18:54:35,179.64,RRB_GRAMIN,SUCCESS,
379,MID100014,2024-08-29 06:38:02,70.91,RRB_GRAMIN,SUCCESS,
380,MID100014,2024-08-08 16:39:50,133.35,RRB_GRAMIN,SUCCESS,
381,MID100014,2024-08-22 12:15:25,339.31,RRB_GRAMIN,FAILED,USER_CANCELLED
382,MID100015,2024-08-04 11:47:25,505.72,SBI,SUCCESS,
383,MID100015,2024-08-16 06:35:46,1786.96,SBI,SUCCESS,
384,MID100015,2024-08-04 18:32:03,1560.69,SBI,SUCCESS,
385,MID100015,2024-08-08 13:26:44,321.61,SBI,SUCCESS,
386,MID100015,2024-08-05 09:55:09,761.7,AXIS,SUCCESS,
387,MID100015,2024-08-03 17:45:41,1063.57,PNB,SUCCESS,
388,MID100015,2024-08-22 10:55:14,157.45,PNB,SUCCESS,
389,MID100015,2024-08-20 17:11:56,645.39,RRB_GRAMIN,FAILED,INSUFFICIENT_FUNDS
390,MID100016,2024-08-09 17:54:28,969.85,HDFC,SUCCESS,
391,MID100016,2024-08-24 13:02:20,558.96,HDFC,SUCCESS,
392,MID100016,2024-08-10 10:13:52,434.96,KOTAK,SUCCESS,
393,MID100017,2024-08-31 09:37:07,351.37,HDFC,SUCCESS,
394,MID100017,2024-08-15 15:02:35,179.85,HDFC,SUCCESS,
395,MID100017,2024-08-23 09:49:48,493.93,HDFC,SUCCESS,
396,MID100017,2024-08-27 13:07:31,236.11,HDFC,SUCCESS,
397,MID100017,2024-08-16 17:51:52,433.08,HDFC,SUCCESS,
398,MID100017,2024-08-03 09:04:29,627.08,SBI,SUCCESS,
399,MID100017,2024-08-19 10:44:52,327.06,SBI,SUCCESS,
400,MID100017,2024-08-29 16:48:20,240.83,ICICI,SUCCESS,
401,MID100017,2024-08-27 18:22:26,328.99,ICICI,SUCCESS,
402,MID100017,2024-08-20 10:31:27,137.71,ICICI,SUCCESS,
403,MID100017,2024-08-07 07:23:01,272.17,ICICI,SUCCESS,
404,MID100017,2024-08-22 19:40:52,414.32,ICICI,SUCCESS,
405,MID100017,2024-08-18 21:45:59,364.63,ICICI,SUCCESS,
406,MID100017,2024-08-13 18:13:33,624.05,ICICI,SUCCESS,
407,MID100017,2024-08-29 13:22:53,87.1,ICICI,SUCCESS,
408,MID100017,2024-08-28 11:10:02,277.64,ICICI,SUCCESS,
409,MID100017,2024-08-26 08:50:59,711.55,AXIS,SUCCESS,
410,MID100017,2024-08-24 19:52:20,742.4,AXIS,SUCCESS,
411,MID100017,2024-08-10 12:14:26,759.19,AXIS,SUCCESS,
412,MID100017,2024-08-04 17:06:01,218.97,AXIS,SUCCESS,
413,MID100017,2024-08-29 18:38:55,235.92,AXIS,SUCCESS,
414,MID100017,2024-08-08 19:08:53,780.12,AXIS,SUCCESS,
415,MID100017,2024-08-31 07:49:35,879.43,PNB,SUCCESS,
416,MID100017,2024-08-27 16:39:39,268.78,PNB,SUCCESS,
417,MID100017,2024-08-12 16:20:21,1997.04,PNB,SUCCESS,
418,MID100017,2024-08-01 19:46:02,1094.86,PNB,FAILED,INCORRECT_PIN
419,MID100017,2024-08-12 09:19:36,501.39,PNB,SUCCESS,
420,MID100017,2024-08-24 14:00:10,148.03,BOB,SUCCESS,
421,MID100017,2024-08-03 19:34:20,355.27,BOB,SUCCESS,
422,MID100017,2024-08-20 13:38:32,373.87,YES,SUCCESS,
423,MID100017,2024-08-25 18:33:32,497.42,IDFC,SUCCESS,
424,MID100017,2024-08-24 11:03:17,957.51,IDFC,SUCCESS,
425,MID100017,2024-08-18 12:02:21,228.23,IDFC,SUCCESS,
426,MID100017,2024-08-26 16:23:43,367.76,AU_SFB,SUCCESS,
427,MID100017,2024-08-29 12:32:28,175.8,PAYTM_PB,SUCCESS,
428,MID100017,2024-08-04 14:46:30,118.1,PAYTM_PB,SUCCESS,
429,MID100017,2024-08-11 08:58:00,1753.18,PAYTM_PB,FAILED,TIMEOUT
430,MID100017,2024-08-11 10:55:32,176.41,PAYTM_PB,SUCCESS,
431,MID100017,2024-08-16 11:26:41,273.18,PAYTM_PB,SUCCESS,
432,MID100017,2024-08-05 11:21:58,168.76,PAYTM_PB,SUCCESS,
433,MID100017,2024-08-22 18:45:47,129.15,PAYTM_PB,SUCCESS,
434,MID100017,2024-08-29 16:52:11,278.07,PAYTM_PB,SUCCESS,
435,MID100017,2024-08-07 13:06:04,747.04,PAYTM_PB,SUCCESS,
436,MID100018,2024-08-20 21:59:50,247.2,HDFC,SUCCESS,
437,MID100018,2024-08-26 15:13:42,123.85,AXIS,SUCCESS,
438,MID100018,2024-08-03 14:36:40,399.07,KOTAK,SUCCESS,
439,MID100018,2024-08-03 14:25:04,143.34,KOTAK,SUCCESS,
440,MID100018,2024-08-13 17:19:23,559.12,PNB,SUCCESS,
441,MID100018,2024-08-25 13:40:37,172.04,PNB,SUCCESS,
442,MID100018,2024-08-08 17:25:19,384.41,PNB,SUCCESS,
443,MID100018,2024-08-23 03:06:49,196.45,UNION,SUCCESS,
444,MID100018,2024-08-16 19:52:04,212.54,UNION,FAILED,TIMEOUT
445,MID100018,2024-08-17 17:32:18,569.86,YES,SUCCESS,
446,MID100018,2024-08-04 10:49:32,104.0,YES,SUCCESS,
447,MID100018,2024-08-27 13:07:17,694.46,AU_SFB,SUCCESS,
448,MID100018,2024-08-09 14:23:11,379.53,PAYTM_PB,SUCCESS,
449,MID100018,2024-08-04 10:39:19,629.78,PAYTM_PB,FAILED,TIMEOUT
450,MID100018,2024-08-22 18:26:55,675.75,RRB_GRAMIN,SUCCESS,
451,MID100019,2024-08-31 10:38:08,221.46,HDFC,SUCCESS,
452,MID100019,2024-08-19 15:46:54,95.35,HDFC,SUCCESS,
453,MID100019,2024-08-04 16:39:53,51.3,HDFC,SUCCESS,
454,MID100019,2024-08-05 11:27:57,47.56,HDFC,SUCCESS,
455,MID100019,2024-08-10 06:52:43,484.92,HDFC,SUCCESS,
456,MID100019,2024-08-04 12:48:49,181.75,HDFC,FAILED,INSUFFICIENT_FUNDS
457,MID100019,2024-08-19 17:18:09,45.87,HDFC,SUCCESS,
458,MID100019,2024-08-22 13:18:54,17.33,HDFC,SUCCESS,
459,MID100019,2024-08-11 18:46:06,118.41,HDFC,SUCCESS,
460,MID100019,2024-08-18 13:09:31,100.67,HDFC,SUCCESS,
461,MID100019,2024-08-29 19:54:50,150.6,HDFC,SUCCESS,
462,MID100019,2024-08-22 20:17:19,51.91,HDFC,SUCCESS,
463,MID100019,2024-08-20 12:42:31,31.96,HDFC,SUCCESS,
464,MID100019,2024-08-07 18:24:40,125.94,HDFC,SUCCESS,
465,MID100019,2024-08-05 19:51:42,111.77,HDFC,SUCCESS,
466,MID100019,2024-08-05 15:27:08,39.17,HDFC,SUCCESS,
467,MID100019,2024-08-12 08:55:35,48.81,HDFC,SUCCESS,
468,MID100019,2024-08-16 12:23:47,56.76,HDFC,SUCCESS,
469,MID100019,2024-08-12 21:26:16,106.79,HDFC,SUCCESS,
470,MID100019,2024-08-24 15:28:34,252.94,HDFC,SUCCESS,
471,MID100019,2024-08-22 19:37:12,90.09,HDFC,SUCCESS,
472,MID100019,2024-08-21 13:29:11,100.83,HDFC,SUCCESS,
473,MID100019,2024-08-20 17:57:42,49.56,HDFC,SUCCESS,
474,MID100019,2024-08-01 13:50:45,39.02,HDFC,SUCCESS,
475,MID100019,2024-08-02 15:28:33,279.27,HDFC,SUCCESS,
476,MID100019,2024-08-03 18:33:28,158.44,HDFC,SUCCESS,
477,MID100019,2024-08-20 10:35:54,296.26,SBI,SUCCESS,
478,MID100019,2024-08-16 12:04:20,111.18,SBI,SUCCESS,
479,MID100019,2024-08-13 11:52:00,127.0,SBI,SUCCESS,
480,MID100019,2024-08-15 15:27:19,229.36,SBI,SUCCESS,
481,MID100019,2024-08-13 07:12:43,222.67,SBI,SUCCESS,
482,MID100019,2024-08-17 12:58:15,49.65,SBI,SUCCESS,
483,MID100019,2024-08-24 21:08:49,92.15,SBI,SUCCESS,
484,MID100019,2024-08-12 18:39:19,96.48,SBI,SUCCESS,
485,MID100019,2024-08-23 17:07:35,274.37,SBI,SUCCESS,
486,MID100019,2024-08-29 11:59:52,385.05,SBI,SUCCESS,
487,MID100019,2024-08-19 18:51:26,223.42,SBI,SUCCESS,
488,MID100019,2024-08-07 15:50:35,37.75,SBI,SUCCESS,
489,MID100019,2024-08-21 15:48:57,86.94,SBI,SUCCESS,
490,MID100019,2024-08-22 12:56:49,57.15,SBI,SUCCESS,
491,MID100019,2024-08-02 09:40:22,70.81,SBI,SUCCESS,
492,MID100019,2024-08-25 17:38:01,178.54,SBI,SUCCESS,
493,MID100019,2024-08-28 08:50:51,28.26,SBI,SUCCESS,
494,MID100019,2024-08-28 22:41:09,67.51,SBI,SUCCESS,
495,MID100019,2024-08-10 18:59:34,117.02,SBI,SUCCESS,
496,MID100019,2024-08-16 22:32:20,159.02,SBI,SUCCESS,
497,MID100019,2024-08-15 17:35:10,94.28,SBI,SUCCESS,
498,MID100019,2024-08-26 19:47:51,511.25,SBI,SUCCESS,
499,MID100019,2024-08-15 09:30:23,145.44,SBI,SUCCESS,
500,MID100019,2024-08-07 09:13:01,223.52,SBI,SUCCESS,
501,MID100019,2024-08-03 06:29:45,58.75,SBI,SUCCESS,
502,MID100019,2024-08-12 15:17:00,87.07,SBI,SUCCESS,
503,MID100019,2024-08-17 14:55:27,63.53,SBI,SUCCESS,
504,MID100019,2024-08-17 16:11:55,173.06,SBI,SUCCESS,
505,MID100019,2024-08-04 15:45:06,176.96,SBI,SUCCESS,
506,MID100019,2024-08-13 19:05:25,194.38,SBI,SUCCESS,
507,MID100019,2024-08-03 20:20:03,110.49,SBI,SUCCESS,
508,MID100019,2024-08-01 09:33:54,91.8,SBI,SUCCESS,
509,MID100019,2024-08-09 15:25:50,190.49,SBI,FAILED,INSUFFICIENT_FUNDS
510,MID100019,2024-08-10 19:46:21,125.23,SBI,SUCCESS,
511,MID100019,2024-08-19 14:03:59,86.53,SBI,SUCCESS,
512,MID100019,2024-08-08 20:43:28,20.72,SBI,SUCCESS,
513,MID100019,2024-08-19 12:17:29,142.93,SBI,SUCCESS,
514,MID100019,2024-08-23 13:27:00,17.0,SBI,SUCCESS,
515,MID100019,2024-08-17 18:53:26,83.97,SBI,SUCCESS,
516,MID100019,2024-08-26 00:09:39,203.01,SBI,SUCCESS,
517,MID100019,2024-08-01 21:20:36,34.77,SBI,SUCCESS,
518,MID100019,2024-08-14 12:07:26,83.25,SBI,SUCCESS,
519,MID100019,2024-08-27 20:48:10,47.31,SBI,SUCCESS,
520,MID100019,2024-08-10 18:41:37,30.21,SBI,SUCCESS,
521,MID100019,2024-08-23 10:03:24,66.36,SBI,SUCCESS,
522,MID100019,2024-08-13 18:16:14,115.54,SBI,FAILED,INSUFFICIENT_FUNDS
523,MID100019,2024-08-18 08:08:26,191.08,SBI,SUCCESS,
524,MID100019,2024-08-08 19:00:18,27.12,SBI,SUCCESS,
525,MID100019,2024-08-08 17:56:16,113.56,SBI,SUCCESS,
526,MID100019,2024-08-15 11:41:38,425.63,SBI,SUCCESS,
527,MID100019,2024-08-11 08:06:08,193.52,SBI,FAILED,USER_CANCELLED
528,MID100019,2024-08-25 16:01:19,131.7,SBI,SUCCESS,
529,MID100019,2024-08-21 10:04:52,243.66,SBI,SUCCESS,
530,MID100019,2024-08-28 18:52:53,265.95,SBI,SUCCESS,
531,MID100019,2024-08-11 19:32:54,111.28,SBI,SUCCESS,
532,MID100019,2024-08-30 18:24:37,119.89,SBI,SUCCESS,
533,MID100019,2024-08-12 17:39:54,33.1,SBI,SUCCESS,
534,MID100019,2024-08-15 07:12:35,43.91,SBI,SUCCESS,
535,MID100019,2024-08-31 13:36:41,162.77,SBI,SUCCESS,
536,MID100019,2024-08-06 17:01:20,85.99,SBI,SUCCESS,
537,MID100019,2024-08-16 12:15:22,158.31,SBI,SUCCESS,
538,MID100019,2024-08-25 15:31:34,72.27,SBI,SUCCESS,
539,MID100019,2024-08-05 15:03:24,36.69,SBI,SUCCESS,
540,MID100019,2024-08-24 11:20:18,59.73,SBI,SUCCESS,
541,MID100019,2024-08-07 19:37:32,263.64,SBI,SUCCESS,
542,MID100019,2024-08-27 16:24:53,320.27,SBI,SUCCESS,
543,MID100019,2024-08-29 11:40:21,100.06,SBI,SUCCESS,
544,MID100019,2024-08-08 20:59:59,157.64,SBI,SUCCESS,
545,MID100019,2024-08-06 07:13:53,179.57,SBI,SUCCESS,
546,MID100019,2024-08-30 20:38:54,49.84,SBI,SUCCESS,
547,MID100019,2024-08-07 18:32:24,62.21,SBI,SUCCESS,
548,MID100019,2024-08-09 20:49:47,79.56,SBI,SUCCESS,
549,MID100019,2024-08-06 07:23:46,26.83,SBI,SUCCESS,
550,MID100019,2024-08-17 15:03:00,98.0,SBI,SUCCESS,
551,MID100019,2024-08-27 08:01:57,82.69,SBI,SUCCESS,
552,MID100019,2024-08-06 21:42:30,49.18,ICICI,SUCCESS,
553,MID100019,2024-08-31 19:13:37,39.86,ICICI,SUCCESS,
554,MID100019,2024-08-20 10:55:50,22.72,ICICI,SUCCESS,
555,MID100019,2024-08-03 16:11:33,108.3,ICICI,SUCCESS,
556,MID100019,2024-08-05 10:15:41,235.68,ICICI,SUCCESS,
557,MID100019,2024-08-24 17:58:36,30.25,ICICI,SUCCESS,
558,MID100019,2024-08-17 19:42:19,314.55,ICICI,SUCCESS,
559,MID100019,2024-08-23 19:43:52,82.29,ICICI,SUCCESS,
560,MID100019,2024-08-22 13:23:01,113.62,ICICI,SUCCESS,
561,MID100019,2024-08-01 14:34:57,31.92,ICICI,SUCCESS,
562,MID100019,2024-08-11 21:56:09,364.42,ICICI,SUCCESS,
563,MID100019,2024-08-03 18:06:25,109.2,ICICI,SUCCESS,
564,MID100019,2024-08-29 21:10:41,225.23,ICICI,SUCCESS,
565,MID100019,2024-08-01 11:12:07,100.22,ICICI,SUCCESS,
566,MID100019,2024-08-07 11:25:07,104.34,ICICI,SUCCESS,
567,MID100019,2024-08-16 20:05:06,338.14,ICICI,SUCCESS,
568,MID100019,2024-08-01 14:44:32,116.85,ICICI,SUCCESS,
569,MID100019,2024-08-03 13:27:51,14.48,ICICI,SUCCESS,
570,MID100019,2024-08-12 21:59:01,101.91,ICICI,SUCCESS,
571,MID100019,2024-08-28 15:54:22,58.38,ICICI,SUCCESS,
572,MID100019,2024-08-31 19:28:01,72.84,ICICI,SUCCESS,
573,MID100019,2024-08-08 13:17:18,282.6,ICICI,SUCCESS,
574,MID100019,2024-08-16 10:39:33,107.49,ICICI,SUCCESS,
575,MID100019,2024-08-02 10:32:11,30.77,ICICI,SUCCESS,
576,MID100019,2024-08-31 18:47:33,175.29,ICICI,SUCCESS,
577,MID100019,2024-08-02 07:54:25,30.79,ICICI,SUCCESS,
578,MID100019,2024-08-28 18:20:12,45.16,ICICI,SUCCESS,
579,MID100019,2024-08-10 19:23:47,52.85,ICICI,SUCCESS,
580,MID100019,2024-08-14 07:49:44,18.04,ICICI,SUCCESS,
581,MID100019,2024-08-17 19:20:31,27.9,ICICI,SUCCESS,
582,MID100019,2024-08-12 20:39:20,272.29,ICICI,SUCCESS,
583,MID100019,2024-08-11 09:24:14,166.31,ICICI,SUCCESS,
584,MID100019,2024-08-27 05:07:48,362.24,ICICI,SUCCESS,
585,MID100019,2024-08-05 10:09:03,85.36,ICICI,SUCCESS,
586,MID100019,2024-08-27 09:49:02,268.36,ICICI,SUCCESS,
587,MID100019,2024-08-09 10:32:52,101.69,ICICI,SUCCESS,
588,MID100019,2024-08-22 14:09:52,182.82,AXIS,SUCCESS,
589,MID100019,2024-08-04 08:48:52,45.01,AXIS,SUCCESS,
590,MID100019,2024-08-10 20:08:02,167.34,AXIS,FAILED,INCORRECT_PIN
591,MID100019,2024-08-13 14:42:25,61.04,AXIS,SUCCESS,
592,MID100019,2024-08-27 17:49:18,85.6,KOTAK,SUCCESS,
593,MID100019,2024-08-04 06:37:37,70.41,KOTAK,SUCCESS,
594,MID100019,2024-08-18 11:41:30,9.11,KOTAK,SUCCESS,
595,MID100019,2024-08-05 07:58:28,142.6,KOTAK,SUCCESS,
596,MID100019,2024-08-27 16:03:08,101.0,KOTAK,SUCCESS,
597,MID100019,2024-08-04 16:35:56,105.02,KOTAK,SUCCESS,
598,MID100019,2024-08-23 13:10:49,93.94,KOTAK,SUCCESS,
599,MID100019,2024-08-29 21:26:09,57.79,KOTAK,SUCCESS,
600,MID100019,2024-08-22 07:10:50,275.96,KOTAK,SUCCESS,
601,MID100019,2024-08-28 18:12:27,216.68,KOTAK,SUCCESS,
602,MID100019,2024-08-20 21:34:58,73.11,KOTAK,SUCCESS,
603,MID100019,2024-08-20 15:58:12,178.94,KOTAK,SUCCESS,
604,MID100019,2024-08-02 19:34:06,60.14,KOTAK,SUCCESS,
605,MID100019,2024-08-14 07:15:44,220.58,KOTAK,SUCCESS,
606,MID100019,2024-08-13 18:37:50,80.17,KOTAK,SUCCESS,
607,MID100019,2024-08-17 22:12:58,41.49,KOTAK,SUCCESS,
608,MID100019,2024-08-10 21:45:53,41.61,KOTAK,SUCCESS,
609,MID100019,2024-08-06 20:47:25,80.74,KOTAK,SUCCESS,
610,MID100019,2024-08-26 18:40:44,54.01,KOTAK,SUCCESS,
611,MID100019,2024-08-08 03:08:04,169.8,KOTAK,SUCCESS,
612,MID100019,2024-08-07 12:26:54,208.49,KOTAK,SUCCESS,
613,MID100019,2024-08-05 17:27:45,213.4,KOTAK,SUCCESS,
614,MID100019,2024-08-30 14:46:36,351.26,KOTAK,SUCCESS,
615,MID100019,2024-08-11 18:09:14,75.44,KOTAK,SUCCESS,
616,MID100019,2024-08-30 21:29:35,294.49,KOTAK,SUCCESS,
617,MID100019,2024-08-29 11:16:01,86.18,KOTAK,SUCCESS,
618,MID100019,2024-08-16 10:14:07,78.39,KOTAK,SUCCESS,
619,MID100019,2024-08-27 11:36:07,129.14,KOTAK,SUCCESS,
620,MID100019,2024-08-20 10:54:40,144.77,KOTAK,SUCCESS,
621,MID100019,2024-08-19 15:48:19,36.89,KOTAK,SUCCESS,
622,MID100019,2024-08-19 09:28:53,129.2,KOTAK,SUCCESS,
623,MID100019,2024-08-10 10:34:43,91.33,KOTAK,SUCCESS,
624,MID100019,2024-08-20 02:30:19,132.88,KOTAK,FAILED,INCORRECT_PIN
625,MID100019,2024-08-30 17:25:09,55.08,KOTAK,SUCCESS,
626,MID100019,2024-08-27 08:36:30,60.63,PNB,SUCCESS,
627,MID100019,2024-08-12 07:57:40,75.23,PNB,SUCCESS,
628,MID100019,2024-08-10 16:47:14,92.14,PNB,SUCCESS,
629,MID100019,2024-08-22 15:33:43,203.88,PNB,SUCCESS,
630,MID100019,2024-08-30 12:41:33,249.19,PNB,SUCCESS,
631,MID100019,2024-08-01 11:11:50,53.07,PNB,SUCCESS,
632,MID100019,2024-08-13 15:46:07,86.84,PNB,SUCCESS,
633,MID100019,2024-08-02 18:10:30,27.78,PNB,SUCCESS,
634,MID100019,2024-08-26 17:37:42,82.43,PNB,SUCCESS,
635,MID100019,2024-08-03 20:13:08,242.23,PNB,SUCCESS,
636,MID100019,2024-08-11 17:09:10,93.17,PNB,SUCCESS,
637,MID100019,2024-08-04 17:04:18,127.66,PNB,SUCCESS,
638,MID100019,2024-08-15 12:18:27,202.0,PNB,SUCCESS,
639,MID100019,2024-08-27 18:24:20,57.88,PNB,SUCCESS,
640,MID100019,2024-08-11 15:13:24,42.22,PNB,SUCCESS,
641,MID100019,2024-08-26 18:43:59,35.65,PNB,SUCCESS,
642,MID100019,2024-08-31 19:49:30,95.38,PNB,SUCCESS,
643,MID100019,2024-08-08 16:18:29,178.21,BOB,SUCCESS,
644,MID100019,2024-08-26 15:27:36,61.92,BOB,SUCCESS,
645,MID100019,2024-08-04 19:19:12,46.58,BOB,SUCCESS,
646,MID100019,2024-08-27 13:49:46,43.64,BOB,SUCCESS,
647,MID100019,2024-08-19 14:16:47,176.55,BOB,SUCCESS,
648,MID100019,2024-08-04 13:29:04,128.3,BOB,SUCCESS,
649,MID100019,2024-08-28 12:46:27,34.13,CANARA,SUCCESS,
650,MID100019,2024-08-08 10:06:20,164.08,UNION,SUCCESS,
651,MID100019,2024-08-12 12:52:31,80.83,UNION,SUCCESS,
652,MID100019,2024-08-10 09:16:22,110.18,UNION,SUCCESS,
653,MID100019,2024-08-11 10:12:15,262.61,UNION,SUCCESS,
654,MID100019,2024-08-04 12:25:47,114.78,UNION,SUCCESS,
655,MID100019,2024-08-30 17:11:56,54.18,UNION,SUCCESS,
656,MID100019,2024-08-24 18:43:06,133.03,UNION,SUCCESS,
657,MID100019,2024-08-18 21:18:09,28.11,UNION,SUCCESS,
658,MID100019,2024-08-12 11:56:32,150.25,UNION,SUCCESS,
659,MID100019,2024-08-26 18:09:15,83.26,UNION,SUCCESS,
660,MID100019,2024-08-26 19:14:26,59.64,UNION,FAILED,TIMEOUT
661,MID100019,2024-08-30 08:57:20,119.45,UNION,SUCCESS,
662,MID100019,2024-08-29 01:52:43,494.32,UNION,SUCCESS,
663,MID100019,2024-08-27 22:07:24,159.07,UNION,FAILED,LIMIT_EXCEEDED
664,MID100019,2024-08-17 18:16:13,140.52,UNION,SUCCESS,
665,MID100019,2024-08-19 15:55:04,74.76,UNION,SUCCESS,
666,MID100019,2024-08-06 09:58:25,54.52,UNION,SUCCESS,
667,MID100019,2024-08-28 11:07:46,46.32,UNION,SUCCESS,
668,MID100019,2024-08-04 08:32:21,162.99,UNION,SUCCESS,
669,MID100019,2024-08-17 17:12:13,98.9,YES,SUCCESS,
670,MID100019,2024-08-04 09:28:03,164.14,YES,SUCCESS,
671,MID100019,2024-08-09 11:08:22,143.03,YES,SUCCESS,
672,MID100019,2024-08-03 20:42:00,75.18,YES,SUCCESS,
673,MID100019,2024-08-11 20:09:03,69.95,YES,SUCCESS,
674,MID100019,2024-08-13 08:57:08,81.51,YES,SUCCESS,
675,MID100019,2024-08-20 19:23:53,134.28,AU_SFB,SUCCESS,
676,MID100019,2024-08-01 07:32:42,159.51,AU_SFB,SUCCESS,
677,MID100019,2024-08-11 16:05:56,110.67,AU_SFB,SUCCESS,
678,MID100019,2024-08-23 17:30:04,116.38,AU_SFB,SUCCESS,
679,MID100019,2024-08-16 15:39:48,76.17,AU_SFB,SUCCESS,
680,MID100019,2024-08-03 17:22:47,83.25,AU_SFB,SUCCESS,
681,MID100019,2024-08-19 17:53:48,51.56,AU_SFB,SUCCESS,
682,MID100019,2024-08-10 17:47:24,364.88,AU_SFB,FAILED,INSUFFICIENT_FUNDS
683,MID100019,2024-08-28 18:25:25,85.1,AU_SFB,SUCCESS,
684,MID100019,2024-08-31 16:27:30,303.96,AU_SFB,SUCCESS,
685,MID100019,2024-08-10 09:23:55,68.78,AU_SFB,SUCCESS,
686,MID100019,2024-08-20 08:49:01,81.0,AU_SFB,SUCCESS,
687,MID100019,2024-08-03 17:53:07,194.26,AU_SFB,SUCCESS,
688,MID100019,2024-08-30 09:44:34,99.24,AU_SFB,SUCCESS,
689,MID100019,2024-08-28 11:25:10,84.54,AU_SFB,SUCCESS,
690,MID100019,2024-08-30 11:33:48,425.4,AU_SFB,FAILED,INSUFFICIENT_FUNDS
691,MID100019,2024-08-18 18:13:24,151.18,AU_SFB,SUCCESS,
692,MID100019,2024-08-25 18:53:25,36.19,AU_SFB,SUCCESS,
693,MID100019,2024-08-06 10:55:03,146.69,AU_SFB,SUCCESS,
694,MID100019,2024-08-14 21:01:17,100.32,AU_SFB,SUCCESS,
695,MID100019,2024-08-19 11:54:36,144.07,AU_SFB,SUCCESS,
696,MID100019,2024-08-30 06:17:49,182.72,AU_SFB,SUCCESS,
697,MID100019,2024-08-04 20:51:22,116.3,AU_SFB,SUCCESS,
698,MID100019,2024-08-19 20:12:42,35.33,AU_SFB,SUCCESS,
699,MID100019,2024-08-26 20:22:45,34.29,RRB_GRAMIN,SUCCESS,
700,MID100019,2024-08-25 19:13:57,527.31,RRB_GRAMIN,SUCCESS,
701,MID100019,2024-08-28 09:33:17,60.02,RRB_GRAMIN,SUCCESS,
702,MID100019,2024-08-19 10:11:43,191.89,RRB_GRAMIN,SUCCESS,
703,MID100019,2024-08-18 17:48:23,122.75,RRB_GRAMIN,SUCCESS,
704,MID100019,2024-08-13 18:21:53,358.45,RRB_GRAMIN,FAILED,USER_CANCELLED
705,MID100019,2024-08-10 18:46:54,148.81,RRB_GRAMIN,SUCCESS,
706,MID100019,2024-08-19 22:08:41,52.89,RRB_GRAMIN,SUCCESS,
707,MID100019,2024-08-25 20:17:06,168.72,RRB_GRAMIN,SUCCESS,
708,MID100019,2024-08-01 18:24:59,72.37,RRB_GRAMIN,SUCCESS,
709,MID100019,2024-08-10 14:30:51,353.97,RRB_GRAMIN,SUCCESS,
710,MID100019,2024-08-20 09:22:44,95.47,RRB_GRAMIN,SUCCESS,
711,MID100019,2024-08-29 11:34:46,66.63,RRB_GRAMIN,SUCCESS,
712,MID100019,2024-08-29 08:02:06,105.08,RRB_GRAMIN,SUCCESS,
713,MID100019,2024-08-15 08:31:39,120.04,RRB_GRAMIN,SUCCESS,
714,MID100019,2024-08-24 14:16:36,109.92,RRB_GRAMIN,SUCCESS,
715,MID100019,2024-08-13 08:42:25,75.59,RRB_GRAMIN,SUCCESS,
716,MID100019,2024-08-01 19:03:41,32.27,RRB_GRAMIN,SUCCESS,
717,MID100019,2024-08-14 16:55:09,45.15,RRB_GRAMIN,SUCCESS,
718,MID100019,2024-08-09 05:24:53,56.28,RRB_GRAMIN,SUCCESS,
719,MID100019,2024-08-04 13:03:38,847.69,RRB_GRAMIN,SUCCESS,
720,MID100019,2024-08-11 09:23:29,65.54,RRB_GRAMIN,SUCCESS,
721,MID100019,2024-08-02 11:40:20,48.39,RRB_GRAMIN,SUCCESS,
722,MID100019,2024-08-12 13:35:22,111.6,RRB_GRAMIN,SUCCESS,
723,MID100019,2024-08-08 11:45:07,53.59,RRB_GRAMIN,SUCCESS,
724,MID100019,2024-08-23 16:23:23,26.65,RRB_GRAMIN,SUCCESS,
725,MID100019,2024-08-20 12:18:38,551.45,RRB_GRAMIN,SUCCESS,
726,MID100019,2024-08-29 20:23:44,94.07,RRB_GRAMIN,SUCCESS,
727,MID100019,2024-08-31 18:35:39,12.75,RRB_GRAMIN,SUCCESS,
728,MID100019,2024-08-10 19:52:04,83.5,RRB_GRAMIN,SUCCESS,
729,MID100019,2024-08-30 18:47:50,62.98,RRB_GRAMIN,SUCCESS,
730,MID100019,2024-08-23 06:23:38,166.58,RRB_GRAMIN,FAILED,INSUFFICIENT_FUNDS
731,MID100019,2024-08-28 00:51:57,88.93,RRB_GRAMIN,FAILED,LIMIT_EXCEEDED
732,MID100019,2024-08-07 07:33:43,405.64,RRB_GRAMIN,SUCCESS,
733,MID100019,2024-08-14 17:39:15,79.55,RRB_GRAMIN,SUCCESS,
734,MID100019,2024-08-16 21:48:41,160.4,RRB_GRAMIN,SUCCESS,
735,MID100019,2024-08-06 15:11:09,211.94,RRB_GRAMIN,SUCCESS,
736,MID100019,2024-08-03 03:04:13,59.43,RRB_GRAMIN,SUCCESS,
