month,issuer_bank,success_rate,sr_baseline,volume_share,share_baseline,sr_delta,rate_effect,mix_effect,failed_value_inr
2025-11-01,ICICI,0.953817,0.9559988608119304,0.116692,0.1123537000594872,-0.002182,-0.00024514,0.00011177,940222.19
2025-11-01,UNION,0.897096,0.9005340664896979,0.04447,0.04602475772424416,-0.003438,-0.00015824,4.618e-05,648974.2
2025-11-01,AXIS,0.945228,0.9469212935675272,0.092097,0.09253603047373037,-0.001693,-0.00015669,-7.33e-06,784149.06
2025-11-01,BOB,0.90808,0.9106099330858838,0.058164,0.05662264032940485,-0.00253,-0.00014325,-3.025e-05,819566.66
2025-11-01,AU_SFB,0.933054,0.9288928043293585,0.021657,0.023113463448831563,0.004161,9.618e-05,1.96e-06,223064.38
2025-11-01,HDFC,0.959556,0.9589587771571062,0.153352,0.14815218829949545,0.000597,8.848e-05,0.00014935,986234.56
2025-11-01,YES,0.937022,0.9389032939594737,0.03781,0.037863086381506324,-0.001881,-7.123e-05,-4.6e-07,353767.56
2025-11-01,IDFC,0.945381,0.947259891802722,0.031062,0.029977034163681398,-0.001879,-5.632e-05,1.847e-05,240992.48
2025-11-01,PNB,0.903985,0.9046905098545306,0.076106,0.07663738849788304,-0.000706,-5.407e-05,1.357e-05,1084741.7
2025-11-01,KOTAK,0.952317,0.9526098065458085,0.059704,0.059770807062249194,-0.000293,-1.75e-05,-1.49e-06,415001.27
2025-11-01,CANARA,0.906508,0.906629914405919,0.047224,0.05012777382650976,-0.000122,-6.11e-06,6.855e-05,664885.11
2025-11-01,PAYTM_PB,0.936366,0.9361504907306434,0.027334,0.026674695255424024,0.000216,5.75e-06,3.9e-06,258582.61
2025-12-01,SBI,0.734981,0.9178093529104172,0.188586,0.1933122728323901,-0.182828,-0.03534296,5.873e-05,6190076.44
2025-12-01,RRB_GRAMIN,0.836285,0.8667256719616155,0.04695,0.046834161645162554,-0.030441,-0.00142566,-7.36e-06,911110.16
2025-12-01,ICICI,0.953539,0.9559988608119304,0.117255,0.1123537000594872,-0.00246,-0.00027637,0.00012627,759915.21
2025-12-01,KOTAK,0.949933,0.9526098065458085,0.060377,0.059770807062249194,-0.002677,-0.00015999,1.356e-05,408234.31
2025-12-01,AXIS,0.945226,0.9469212935675272,0.092455,0.09253603047373037,-0.001695,-0.00015688,-1.35e-06,716480.79
2025-12-01,PNB,0.906344,0.9046905098545306,0.075747,0.07663738849788304,0.001653,0.00012672,2.275e-05,1009940.28
2025-12-01,BOB,0.908809,0.9106099330858838,0.057454,0.05662264032940485,-0.001801,-0.00010197,-1.632e-05,666483.22
2025-12-01,PAYTM_PB,0.939108,0.9361504907306434,0.026488,0.026674695255424024,0.002958,7.889e-05,-1.1e-06,220213.16
2025-12-01,YES,0.940714,0.9389032939594737,0.037479,0.037863086381506324,0.001811,6.856e-05,-3.33e-06,290830.05
2025-12-01,UNION,0.90196,0.9005340664896979,0.044562,0.04602475772424416,0.001426,6.563e-05,4.345e-05,535357.13
2025-12-01,HDFC,0.958682,0.9589587771571062,0.153121,0.14815218829949545,-0.000277,-4.101e-05,0.00014272,872147.53
2025-12-01,IDFC,0.946192,0.947259891802722,0.030493,0.029977034163681398,-0.001068,-3.201e-05,8.78e-06,241715.77
2025-12-01,AU_SFB,0.927801,0.9288928043293585,0.021917,0.023113463448831563,-0.001092,-2.524e-05,1.61e-06,211986.19
2025-12-01,CANARA,0.906569,0.906629914405919,0.047117,0.05012777382650976,-6.1e-05,-3.05e-06,7.107e-05,661247.45
2026-01-01,SBI,0.736413,0.9178093529104172,0.188941,0.1933122728323901,-0.181396,-0.03506614,5.432e-05,5865401.78
2026-01-01,RRB_GRAMIN,0.832599,0.8667256719616155,0.045451,0.046834161645162554,-0.034127,-0.00159829,8.785e-05,897548.07
2026-01-01,CANARA,0.912439,0.906629914405919,0.047474,0.05012777382650976,0.005809,0.0002912,6.265e-05,630061.96
2026-01-01,YES,0.942317,0.9389032939594737,0.037612,0.037863086381506324,0.003414,0.00012925,-2.18e-06,278918.87
2026-01-01,PNB,0.906141,0.9046905098545306,0.076447,0.07663738849788304,0.00145,0.00011116,4.86e-06,896601.4
2026-01-01,PAYTM_PB,0.932301,0.9361504907306434,0.027015,0.026674695255424024,-0.003849,-0.00010268,2.01e-06,223287.59
2026-01-01,AU_SFB,0.93237,0.9288928043293585,0.021917,0.023113463448831563,0.003477,8.037e-05,1.61e-06,210498.46
2026-01-01,BOB,0.90943,0.9106099330858838,0.057743,0.05662264032940485,-0.00118,-6.681e-05,-2.199e-05,676969.54
2026-01-01,ICICI,0.955406,0.9559988608119304,0.116537,0.1123537000594872,-0.000593,-6.661e-05,0.00010777,691664.95
2026-01-01,KOTAK,0.951612,0.9526098065458085,0.060154,0.059770807062249194,-0.000998,-5.964e-05,8.57e-06,371363.39
2026-01-01,HDFC,0.958565,0.9589587771571062,0.152829,0.14815218829949545,-0.000394,-5.834e-05,0.00013433,887377.52
2026-01-01,AXIS,0.946473,0.9469212935675272,0.092734,0.09253603047373037,-0.000448,-4.148e-05,3.3e-06,721130.55
2026-01-01,IDFC,0.946222,0.947259891802722,0.031008,0.029977034163681398,-0.001038,-3.111e-05,1.755e-05,208506.37
2026-01-01,UNION,0.900738,0.9005340664896979,0.044136,0.04602475772424416,0.000204,9.39e-06,5.61e-05,536468.91
2026-02-01,SBI,0.824631,0.9178093529104172,0.186628,0.1933122728323901,-0.093178,-0.01801252,8.307e-05,3811231.18
2026-02-01,RRB_GRAMIN,0.831086,0.8667256719616155,0.045457,0.046834161645162554,-0.03564,-0.00166915,8.746e-05,880163.43
2026-02-01,CANARA,0.912567,0.906629914405919,0.047929,0.05012777382650976,0.005937,0.00029761,5.191e-05,534373.99
2026-02-01,ICICI,0.954184,0.9559988608119304,0.116514,0.1123537000594872,-0.001815,-0.00020391,0.00010718,728994.42
2026-02-01,IDFC,0.941951,0.947259891802722,0.031257,0.029977034163681398,-0.005309,-0.00015914,2.179e-05,248975.15
2026-02-01,AXIS,0.945773,0.9469212935675272,0.091794,0.09253603047373037,-0.001148,-0.00010626,-1.238e-05,627258.8
2026-02-01,HDFC,0.958256,0.9589587771571062,0.153857,0.14815218829949545,-0.000703,-0.00010412,0.00016386,799500.13
2026-02-01,PNB,0.905933,0.9046905098545306,0.07575,0.07663738849788304,0.001242,9.522e-05,2.267e-05,893461.41
2026-02-01,PAYTM_PB,0.932703,0.9361504907306434,0.027006,0.026674695255424024,-0.003447,-9.196e-05,1.96e-06,220702.33
2026-02-01,BOB,0.909325,0.9106099330858838,0.057083,0.05662264032940485,-0.001285,-7.276e-05,-9.04e-06,667483.19
2026-02-01,UNION,0.901777,0.9005340664896979,0.044805,0.04602475772424416,0.001243,5.721e-05,3.623e-05,504619.7
2026-02-01,AU_SFB,0.931034,0.9288928043293585,0.022476,0.023113463448831563,0.002141,4.949e-05,8.6e-07,200437.49
2026-02-01,KOTAK,0.952004,0.9526098065458085,0.062213,0.059770807062249194,-0.000606,-3.621e-05,5.464e-05,358669.69
2026-02-01,YES,0.937949,0.9389032939594737,0.037229,0.037863086381506324,-0.000954,-3.613e-05,-5.5e-06,279326.64
2026-03-01,RRB_GRAMIN,0.822093,0.8667256719616155,0.045225,0.046834161645162554,-0.044633,-0.00209033,0.0001022,1092500.9
2026-03-01,PNB,0.902266,0.9046905098545306,0.074988,0.07663738849788304,-0.002425,-0.00018581,4.214e-05,1139934.38
2026-03-01,CANARA,0.90985,0.906629914405919,0.047291,0.05012777382650976,0.00322,0.00016142,6.697e-05,626589.38
2026-03-01,HDFC,0.95998,0.9589587771571062,0.1534,0.14815218829949545,0.001021,0.0001513,0.00015073,1017364.45
2026-03-01,SBI,0.918475,0.9178093529104172,0.186965,0.1933122728323901,0.000666,0.00012868,7.888e-05,2070935.45
2026-03-01,YES,0.941816,0.9389032939594737,0.037998,0.037863086381506324,0.002913,0.00011028,1.17e-06,307272.36
2026-03-01,AXIS,0.945761,0.9469212935675272,0.092636,0.09253603047373037,-0.00116,-0.00010737,1.67e-06,715499.23
2026-03-01,KOTAK,0.954388,0.9526098065458085,0.0614,0.059770807062249194,0.001778,0.00010628,3.645e-05,410405.31
2026-03-01,UNION,0.902345,0.9005340664896979,0.045306,0.04602475772424416,0.001811,8.335e-05,2.135e-05,648496.72
2026-03-01,ICICI,0.955371,0.9559988608119304,0.117823,0.1123537000594872,-0.000628,-7.054e-05,0.0001409,811219.92
2026-03-01,AU_SFB,0.930849,0.9288928043293585,0.022166,0.023113463448831563,0.001956,4.521e-05,1.27e-06,210841.63
2026-03-01,IDFC,0.945971,0.947259891802722,0.03063,0.029977034163681398,-0.001289,-3.864e-05,1.112e-05,252218.97
2026-03-01,BOB,0.91126,0.9106099330858838,0.057587,0.05662264032940485,0.00065,3.681e-05,-1.893e-05,758084.16
2026-03-01,PAYTM_PB,0.93521,0.9361504907306434,0.026585,0.026674695255424024,-0.00094,-2.509e-05,-5.3e-07,251807.33
2026-04-01,RRB_GRAMIN,0.815461,0.8667256719616155,0.045651,0.046834161645162554,-0.051265,-0.00240094,7.514e-05,1110989.61
2026-04-01,PNB,0.900487,0.9046905098545306,0.075061,0.07663738849788304,-0.004204,-0.00032215,4.027e-05,1053828.92
2026-04-01,YES,0.94563,0.9389032939594737,0.037697,0.037863086381506324,0.006727,0.00025469,-1.44e-06,296557.83
2026-04-01,HDFC,0.959782,0.9589587771571062,0.152754,0.14815218829949545,0.000823,0.00012196,0.00013218,866292.05
2026-04-01,CANARA,0.909039,0.906629914405919,0.046869,0.05012777382650976,0.002409,0.00012076,7.693e-05,575505.59
2026-04-01,UNION,0.902938,0.9005340664896979,0.045226,0.04602475772424416,0.002404,0.00011064,2.372e-05,528703.38
2026-04-01,IDFC,0.950828,0.947259891802722,0.030523,0.029977034163681398,0.003568,0.00010696,9.29e-06,231355.66
2026-04-01,AU_SFB,0.932816,0.9288928043293585,0.02218,0.023113463448831563,0.003923,9.068e-05,1.25e-06,208566.87
2026-04-01,SBI,0.918234,0.9178093529104172,0.188757,0.1933122728323901,0.000425,8.209e-05,5.661e-05,2057785.27
2026-04-01,BOB,0.911656,0.9106099330858838,0.057757,0.05662264032940485,0.001046,5.923e-05,-2.226e-05,692617.32
2026-04-01,PAYTM_PB,0.937595,0.9361504907306434,0.026508,0.026674695255424024,0.001445,3.853e-05,-9.9e-07,220882.16
2026-04-01,ICICI,0.95618,0.9559988608119304,0.116257,0.1123537000594872,0.000181,2.035e-05,0.00010056,873284.95
2026-04-01,KOTAK,0.952856,0.9526098065458085,0.061219,0.059770807062249194,0.000246,1.472e-05,3.24e-05,427549.38
2026-04-01,AXIS,0.946833,0.9469212935675272,0.093542,0.09253603047373037,-8.8e-05,-8.17e-06,1.678e-05,756758.02
2026-05-01,RRB_GRAMIN,0.819949,0.8667256719616155,0.045716,0.046834161645162554,-0.046777,-0.00219075,7.102e-05,1106467.27
2026-05-01,SBI,0.920311,0.9178093529104172,0.187556,0.1933122728323901,0.002502,0.0004836,7.153e-05,2058378.16
2026-05-01,PNB,0.902649,0.9046905098545306,0.075016,0.07663738849788304,-0.002042,-0.00015646,4.142e-05,1015445.55
2026-05-01,AXIS,0.945348,0.9469212935675272,0.09254,0.09253603047373037,-0.001573,-0.00014559,7e-08,676301.27
2026-05-01,HDFC,0.959751,0.9589587771571062,0.151893,0.14815218829949545,0.000792,0.00011737,0.00010745,893545.42
2026-05-01,ICICI,0.957042,0.9559988608119304,0.117111,0.1123537000594872,0.001043,0.0001172,0.00012256,771562.72
2026-05-01,IDFC,0.944638,0.947259891802722,0.030515,0.029977034163681398,-0.002622,-7.86e-05,9.16e-06,235793.76
2026-05-01,CANARA,0.907949,0.906629914405919,0.047225,0.05012777382650976,0.001319,6.612e-05,6.852e-05,584657.08
2026-05-01,PAYTM_PB,0.933685,0.9361504907306434,0.02724,0.026674695255424024,-0.002465,-6.577e-05,3.34e-06,257568.47
2026-05-01,KOTAK,0.953312,0.9526098065458085,0.061769,0.059770807062249194,0.000702,4.197e-05,4.471e-05,400555.85
2026-05-01,BOB,0.911347,0.9106099330858838,0.058758,0.05662264032940485,0.000737,4.173e-05,-4.191e-05,743378.26
2026-05-01,YES,0.939509,0.9389032939594737,0.037823,0.037863086381506324,0.000606,2.293e-05,-3.5e-07,337527.49
2026-05-01,UNION,0.9001,0.9005340664896979,0.045059,0.04602475772424416,-0.000434,-1.998e-05,2.869e-05,612205.59
2026-05-01,AU_SFB,0.92817,0.9288928043293585,0.021778,0.023113463448831563,-0.000723,-1.671e-05,1.79e-06,215262.97
2026-06-01,RRB_GRAMIN,0.818611,0.8667256719616155,0.046002,0.046834161645162554,-0.048115,-0.00225341,5.285e-05,1073546.94
2026-06-01,BOB,0.906857,0.9106099330858838,0.058151,0.05662264032940485,-0.003753,-0.0002125,-3e-05,680467.97
2026-06-01,ICICI,0.954274,0.9559988608119304,0.11691,0.1123537000594872,-0.001725,-0.00019379,0.00011738,779563.05
2026-06-01,HDFC,0.96019,0.9589587771571062,0.152265,0.14815218829949545,0.001231,0.00018241,0.00011813,850929.62
2026-06-01,PNB,0.902744,0.9046905098545306,0.074351,0.07663738849788304,-0.001947,-0.00014918,5.841e-05,946663.59
2026-06-01,PAYTM_PB,0.930616,0.9361504907306434,0.026684,0.026674695255424024,-0.005534,-0.00014763,6e-08,226085.77
2026-06-01,SBI,0.917089,0.9178093529104172,0.189455,0.1933122728323901,-0.00072,-0.00013925,4.793e-05,2082102.19
2026-06-01,CANARA,0.90914,0.906629914405919,0.047236,0.05012777382650976,0.00251,0.00012583,6.826e-05,549662.83
2026-06-01,AXIS,0.945896,0.9469212935675272,0.092243,0.09253603047373037,-0.001025,-9.488e-05,-4.89e-06,718166.79
2026-06-01,AU_SFB,0.925504,0.9288928043293585,0.022243,0.023113463448831563,-0.003389,-7.833e-05,1.17e-06,239174.69
2026-06-01,IDFC,0.949513,0.947259891802722,0.030979,0.029977034163681398,0.002253,6.754e-05,1.706e-05,199734.15
2026-06-01,UNION,0.901991,0.9005340664896979,0.044596,0.04602475772424416,0.001457,6.706e-05,4.244e-05,559972.42
2026-06-01,KOTAK,0.951797,0.9526098065458085,0.06045,0.059770807062249194,-0.000813,-4.858e-05,1.52e-05,389472.32
2026-06-01,YES,0.939878,0.9389032939594737,0.038435,0.037863086381506324,0.000975,3.691e-05,4.96e-06,326609.0
2026-07-01,RRB_GRAMIN,0.812376,0.8667256719616155,0.046128,0.046834161645162554,-0.05435,-0.00254542,4.485e-05,1092537.32
2026-07-01,PNB,0.899357,0.9046905098545306,0.074474,0.07663738849788304,-0.005334,-0.00040875,5.527e-05,1008194.45
2026-07-01,SBI,0.918927,0.9178093529104172,0.189294,0.1933122728323901,0.001118,0.00021605,4.994e-05,2004695.04
2026-07-01,HDFC,0.960361,0.9589587771571062,0.151071,0.14815218829949545,0.001402,0.00020774,8.384e-05,856583.52
2026-07-01,AXIS,0.945377,0.9469212935675272,0.092678,0.09253603047373037,-0.001544,-0.0001429,2.37e-06,654036.7
2026-07-01,UNION,0.897505,0.9005340664896979,0.045445,0.04602475772424416,-0.003029,-0.00013941,1.722e-05,564912.23
2026-07-01,CANARA,0.909238,0.906629914405919,0.047615,0.05012777382650976,0.002608,0.00013074,5.932e-05,557641.41
2026-07-01,ICICI,0.956684,0.9559988608119304,0.117529,0.1123537000594872,0.000685,7.698e-05,0.00013333,619493.2
2026-07-01,YES,0.940825,0.9389032939594737,0.038129,0.037863086381506324,0.001922,7.276e-05,2.3e-06,322631.76
2026-07-01,IDFC,0.949547,0.947259891802722,0.030491,0.029977034163681398,0.002287,6.856e-05,8.75e-06,202082.87
2026-07-01,BOB,0.911526,0.9106099330858838,0.057638,0.05662264032940485,0.000916,5.187e-05,-1.993e-05,684562.29
2026-07-01,KOTAK,0.951826,0.9526098065458085,0.060674,0.059770807062249194,-0.000784,-4.685e-05,2.021e-05,406017.81
2026-07-01,PAYTM_PB,0.936811,0.9361504907306434,0.02687,0.026674695255424024,0.000661,1.762e-05,1.16e-06,213271.44
2026-07-01,AU_SFB,0.928923,0.9288928043293585,0.021964,0.023113463448831563,3e-05,7e-07,1.54e-06,205755.22
