month,issuer_bank,attempted_txns,successful_txns,success_rate,attempted_value_inr,failed_value_inr,volume_share
2026-06-01,RRB_GRAMIN,16324.0,13363.0,0.818611,5753566.16,1073546.94,0.046002
2026-06-01,SBI,67229.0,61655.0,0.917089,22879864.49,2082102.19,0.189455
2026-06-01,UNION,15825.0,14274.0,0.901991,5315552.95,559972.42,0.044596
2026-06-01,YES,13639.0,12819.0,0.939878,4709095.06,326609.0,0.038435
2026-07-01,AU_SFB,7710.0,7162.0,0.928923,2711780.98,205755.22,0.021964
2026-07-01,AXIS,32532.0,30755.0,0.945377,11063403.92,654036.7,0.092678
2026-07-01,BOB,20232.0,18442.0,0.911526,7228379.4,684562.29,0.057638
2026-07-01,CANARA,16714.0,15197.0,0.909238,5758032.01,557641.41,0.047615
2026-07-01,HDFC,53029.0,50927.0,0.960361,18273996.8,856583.52,0.151071
2026-07-01,ICICI,41255.0,39468.0,0.956684,14121124.35,619493.2,0.117529
2026-07-01,IDFC,10703.0,10163.0,0.949547,3801822.29,202082.87,0.030491
2026-07-01,KOTAK,21298.0,20272.0,0.951826,7217892.23,406017.81,0.060674
2026-07-01,PAYTM_PB,9432.0,8836.0,0.936811,3308884.13,213271.44,0.02687
2026-07-01,PNB,26142.0,23511.0,0.899357,9427237.45,1008194.45,0.074474
2026-07-01,RRB_GRAMIN,16192.0,13154.0,0.812376,5450229.33,1092537.32,0.046128
2026-07-01,SBI,66446.0,61059.0,0.918927,22613027.32,2004695.04,0.189294
2026-07-01,UNION,15952.0,14317.0,0.897505,5352763.67,564912.23,0.045445
2026-07-01,YES,13384.0,12592.0,0.940825,4501999.33,322631.76,0.038129
